name,cuisine,price,link
,,,https://www.zomato.com/gwalior/bake-bihari-juice-centre-city-center/info
Bake Bihari Juice Centre,"Beverages, Shake, Juices, Ice Cream",₹200 for two,https://www.zomato.com/gwalior/bake-bihari-juice-centre-city-center/info
,,,https://www.zomato.com/gwalior/the-roasted-life-cafe-model-town/info
The Roasted Life Cafe,"Chinese, Sandwich, Pizza, Pasta, Fast Food, Street Food, Shake, Beverages",₹300 for two,https://www.zomato.com/gwalior/the-roasted-life-cafe-model-town/info
,,,https://www.zomato.com/gwalior/best-bakers-shinde-ki-chhawani/info
Best Bakers,"Bakery, Desserts",₹200 for two,https://www.zomato.com/gwalior/best-bakers-shinde-ki-chhawani/info
,,,https://www.zomato.com/gwalior/real-momos-taste-of-bhutan-gulmohar-city/info
Real Momos Taste Of Bhutan,"Momos, Sandwich",₹200 for two,https://www.zomato.com/gwalior/real-momos-taste-of-bhutan-gulmohar-city/info
,,,https://www.zomato.com/gwalior/mayur-restaurant-lashkar/info
Mayur Restaurant,"North Indian, Fast Food, Chinese, Beverages, Shake",₹500 for two,https://www.zomato.com/gwalior/mayur-restaurant-lashkar/info
,,,https://www.zomato.com/gwalior/jain-choice-family-restaurant-vijaynagar/info
Jain Choice Family Restaurant,"North Indian, Chinese, South Indian, Fast Food",₹300 for two,https://www.zomato.com/gwalior/jain-choice-family-restaurant-vijaynagar/info
,,,https://www.zomato.com/gwalior/chops-n-hops-9-city-center/info
Chops N Hops,"North Indian, Mughlai, Chinese, Fast Food, Street Food, Biryani, Beverages, Desserts",₹500 for two,https://www.zomato.com/gwalior/chops-n-hops-9-city-center/info
,,,https://www.zomato.com/gwalior/dig-n-dine-1-deen-dayal-nagar/info
Dig N Dine,"North Indian, Fast Food, Wraps, Pizza, Beverages, Sandwich, Pasta, Burger",₹500 for two,https://www.zomato.com/gwalior/dig-n-dine-1-deen-dayal-nagar/info
,,,https://www.zomato.com/gwalior/raj-cool-zone-naya-bazaar/info
Raj Cool Zone,"Desserts, Beverages",₹100 for two,https://www.zomato.com/gwalior/raj-cool-zone-naya-bazaar/info
,,,https://www.zomato.com/gwalior/pizza-by-the-way-city-center/info
Pizza By The Way,"Pizza, Fast Food",₹500 for two,https://www.zomato.com/gwalior/pizza-by-the-way-city-center/info
,,,https://www.zomato.com/gwalior/golden-food-lashkar/info
Golden Food,"Street Food, North Indian, Chinese, Beverages",₹300 for two,https://www.zomato.com/gwalior/golden-food-lashkar/info
,,,https://www.zomato.com/gwalior/sri-dauji-misthan-bhandar-shinde-ki-chhawani/info
Sri Dauji Misthan Bhandar,"Mithai, Desserts, Street Food",₹100 for two,https://www.zomato.com/gwalior/sri-dauji-misthan-bhandar-shinde-ki-chhawani/info
,,,https://www.zomato.com/gwalior/bamboo-restaurant-lashkar/info
Bamboo Restaurant,"North Indian, Fast Food, Chinese, Desserts, Beverages",₹600 for two,https://www.zomato.com/gwalior/bamboo-restaurant-lashkar/info
,,,https://www.zomato.com/gwalior/bhukha-thatipur/info
Bhukha,"North Indian, Chinese, Thai, Cuisine Varies, Shake",₹400 for two,https://www.zomato.com/gwalior/bhukha-thatipur/info
,,,https://www.zomato.com/gwalior/city-darbar-restaurant-lashkar/info
City Darbar Restaurant,"North Indian, Chinese, Fast Food, Sandwich, Desserts, Beverages",₹700 for two,https://www.zomato.com/gwalior/city-darbar-restaurant-lashkar/info
,,,https://www.zomato.com/gwalior/coco-anna-shinde-ki-chhawani/info
Coco Anna,"Shake, Beverages, Fast Food",₹300 for two,https://www.zomato.com/gwalior/coco-anna-shinde-ki-chhawani/info
,,,https://www.zomato.com/gwalior/foodz-inn-mahalgaon/info
Foodz Inn,"North Indian, Chinese, Fast Food, South Indian, Desserts, Beverages, Shake, Ice Cream",₹500 for two,https://www.zomato.com/gwalior/foodz-inn-mahalgaon/info
,,,https://www.zomato.com/gwalior/chicken-kraft-lohamandi/info
Chicken Kraft,North Indian,₹700 for two,https://www.zomato.com/gwalior/chicken-kraft-lohamandi/info
,,,https://www.zomato.com/gwalior/venkys-chicken-xperience-city-center/info
Venky's Chicken Xperience,"Biryani, Fast Food, North Indian, Burger, Beverages",₹400 for two,https://www.zomato.com/gwalior/venkys-chicken-xperience-city-center/info
,,,https://www.zomato.com/gwalior/desi-chinese-fast-food-madhav-ganj/info
Desi Chinese Fast Food,"Chinese, North Indian",₹250 for two,https://www.zomato.com/gwalior/desi-chinese-fast-food-madhav-ganj/info
,,,https://www.zomato.com/gwalior/the-road-chefs-lashkar/info
The Road Chef's,Chinese,₹300 for two,https://www.zomato.com/gwalior/the-road-chefs-lashkar/info
,,,https://www.zomato.com/gwalior/the-gwalior-family-restaurant-mahalgaon/info
The Gwalior Family Restaurant,"Chinese, North Indian, Sandwich, Fast Food, Shake, Beverages",₹400 for two,https://www.zomato.com/gwalior/the-gwalior-family-restaurant-mahalgaon/info
,,,https://www.zomato.com/gwalior/ambersariya-thatipur/info
Ambersariya,North Indian,₹300 for two,https://www.zomato.com/gwalior/ambersariya-thatipur/info
,,,https://www.zomato.com/gwalior/pizza-hub-deen-dayal-nagar/info
Pizza Hub,"Pizza, Burger, Fast Food, Chinese, South Indian, Beverages",₹400 for two,https://www.zomato.com/gwalior/pizza-hub-deen-dayal-nagar/info
,,,https://www.zomato.com/gwalior/the-midnight-cafe-restro-1-mahalgaon/info
The Midnight Cafe & Restro,"Fast Food, North Indian, Chinese, Beverages",₹500 for two,https://www.zomato.com/gwalior/the-midnight-cafe-restro-1-mahalgaon/info
,,,https://www.zomato.com/gwalior/hello-hunger-foods-shinde-ki-chhawani/info
Hello Hunger Foods,"North Indian, Fast Food, Street Food, Sandwich, Burger, Beverages",₹300 for two,https://www.zomato.com/gwalior/hello-hunger-foods-shinde-ki-chhawani/info
,,,https://www.zomato.com/gwalior/bhopat-nasir-seekh-kebab-center-lashkar/info
Bhopat Nasir Seekh Kebab Center,North Indian,₹350 for two,https://www.zomato.com/gwalior/bhopat-nasir-seekh-kebab-center-lashkar/info
,,,https://www.zomato.com/gwalior/masala-kraft-lashkar/info
Masala Kraft,"North Indian, Chinese, Fast Food, Beverages, Desserts",₹800 for two,https://www.zomato.com/gwalior/masala-kraft-lashkar/info
,,,https://www.zomato.com/gwalior/angel-dhaba-thatipur/info
Angel Dhaba,North Indian,₹200 for two,https://www.zomato.com/gwalior/angel-dhaba-thatipur/info
,,,https://www.zomato.com/gwalior/sector-17-restaurant-model-town/info
Sector-17 Restaurant,"Fast Food, North Indian, Chinese, Mughlai, Seafood, South Indian, Biryani, Beverages",₹550 for two,https://www.zomato.com/gwalior/sector-17-restaurant-model-town/info
,,,https://www.zomato.com/gwalior/the-veg-factory-city-center/info
The Veg Factory,"Chinese, Street Food, Sandwich, Pizza, Burger, Rolls, North Indian, Shake",₹200 for two,https://www.zomato.com/gwalior/the-veg-factory-city-center/info
,,,https://www.zomato.com/gwalior/sankalp-birla-nagar/info
Sankalp,"North Indian, South Indian, Street Food",₹400 for two,https://www.zomato.com/gwalior/sankalp-birla-nagar/info
,,,https://www.zomato.com/gwalior/anil-family-restaurant-vinay-nagar/info
Anil Family Restaurant,"North Indian, Mughlai, Biryani, Chinese, Fast Food",₹300 for two,https://www.zomato.com/gwalior/anil-family-restaurant-vinay-nagar/info
,,,https://www.zomato.com/gwalior/spice-13-lashkar/info
Spice 13,North Indian,₹300 for two,https://www.zomato.com/gwalior/spice-13-lashkar/info
,,,https://www.zomato.com/gwalior/chinese-rasoi-pizza-station-city-center/info
Chinese Rasoi & Pizza Station,"Pizza, Sandwich, Chinese, Fast Food, Beverages",₹500 for two,https://www.zomato.com/gwalior/chinese-rasoi-pizza-station-city-center/info
,,,https://www.zomato.com/gwalior/perk-puff-lashkar/info
Perk & Puff,"Fast Food, Pizza, Chinese, Sandwich, Desserts, Beverages",₹350 for two,https://www.zomato.com/gwalior/perk-puff-lashkar/info
,,,https://www.zomato.com/gwalior/chefs-craft-cafe-birla-nagar/info
Chef's Craft Cafe,"Pizza, Sandwich, Burger, Pasta, Fast Food, Street Food, Shake, Beverages",₹350 for two,https://www.zomato.com/gwalior/chefs-craft-cafe-birla-nagar/info
,,,https://www.zomato.com/gwalior/choice-family-restaurant-lashkar/info
Choice Family Restaurant,"North Indian, Chinese, South Indian",₹300 for two,https://www.zomato.com/gwalior/choice-family-restaurant-lashkar/info
,,,https://www.zomato.com/gwalior/bakers-villa-1-deen-dayal-nagar/info
Bakers Villa,"Bakery, Desserts, Fast Food",₹200 for two,https://www.zomato.com/gwalior/bakers-villa-1-deen-dayal-nagar/info
,,,https://www.zomato.com/gwalior/taj-chicken-corner-vinay-nagar/info
Taj Chicken Corner,"North Indian, Mughlai",₹300 for two,https://www.zomato.com/gwalior/taj-chicken-corner-vinay-nagar/info
,,,https://www.zomato.com/gwalior/aayati-cafe-2-deen-dayal-nagar/info
Aayati Cafe,"Chinese, Street Food, Fast Food",₹200 for two,https://www.zomato.com/gwalior/aayati-cafe-2-deen-dayal-nagar/info
,,,https://www.zomato.com/gwalior/hotel-yugantar-1-shinde-ki-chhawani/info
Hotel Yugantar,"North Indian, Chinese, Mughlai, Beverages",₹650 for two,https://www.zomato.com/gwalior/hotel-yugantar-1-shinde-ki-chhawani/info
,,,https://www.zomato.com/gwalior/25x7-thali-city-center/info
25x7 Thali,North Indian,₹300 for two,https://www.zomato.com/gwalior/25x7-thali-city-center/info
,,,https://www.zomato.com/gwalior/the-food-khor-lashkar/info
The Food Khor,"Fast Food, North Indian",₹200 for two,https://www.zomato.com/gwalior/the-food-khor-lashkar/info
,,,https://www.zomato.com/gwalior/mini-cafe-city-center/info
Mini Cafe,Fast Food,₹300 for two,https://www.zomato.com/gwalior/mini-cafe-city-center/info
,,,https://www.zomato.com/gwalior/tommatinos-shinde-ki-chhawani/info
Tommatinos,"Pizza, Italian, Burger, Sandwich, Fast Food",₹400 for two,https://www.zomato.com/gwalior/tommatinos-shinde-ki-chhawani/info
,,,https://www.zomato.com/gwalior/grains-n-beans-deen-dayal-nagar/info
Grains 'n' Beans,"Bakery, Fast Food",₹300 for two,https://www.zomato.com/gwalior/grains-n-beans-deen-dayal-nagar/info
,,,https://www.zomato.com/gwalior/vadilal-city-center/info
Vadilal,"Fast Food, Ice Cream, Desserts",₹300 for two,https://www.zomato.com/gwalior/vadilal-city-center/info
,,,https://www.zomato.com/gwalior/the-pizza-maxx-lashkar/info
The Pizza Maxx,"Pizza, Fast Food, Italian, Shake, Beverages",₹500 for two,https://www.zomato.com/gwalior/the-pizza-maxx-lashkar/info
,,,https://www.zomato.com/gwalior/the-triangle-restaurant-cafe-4-thatipur/info
The Triangle Restaurant & Cafe,"North Indian, Chinese, Beverages, Biryani, Desserts",₹800 for two,https://www.zomato.com/gwalior/the-triangle-restaurant-cafe-4-thatipur/info
,,,https://www.zomato.com/gwalior/mid-city-caf%C3%A9-1-prasad-nagar/info
Mid City Café,"Beverages, Fast Food, Street Food, Italian, Sandwich, Pizza, Shake",₹250 for two,https://www.zomato.com/gwalior/mid-city-caf%C3%A9-1-prasad-nagar/info
,,,https://www.zomato.com/gwalior/cafe-connection-1-vinay-nagar/info
Cafe Connection,"Fast Food, Chinese, Desserts, Beverages, Sichuan",₹300 for two,https://www.zomato.com/gwalior/cafe-connection-1-vinay-nagar/info
,,,https://www.zomato.com/gwalior/khaalo-lashkar/info
Khaalo,"Bakery, Fast Food",₹250 for two,https://www.zomato.com/gwalior/khaalo-lashkar/info
,,,https://www.zomato.com/gwalior/snacks-and-cool-point-deen-dayal-nagar/info
Snacks And Cool Point,Fast Food,₹200 for two,https://www.zomato.com/gwalior/snacks-and-cool-point-deen-dayal-nagar/info
,,,https://www.zomato.com/gwalior/dills-chawla-restaurant-since-1998-lashkar/info
Dill's Chawla Restaurant - Since 1998,"North Indian, Mughlai, Chinese, Fast Food",₹400 for two,https://www.zomato.com/gwalior/dills-chawla-restaurant-since-1998-lashkar/info
,,,https://www.zomato.com/gwalior/gwalior-darbar-lashkar/info
Gwalior Darbar,"North Indian, Chinese, Street Food",₹250 for two,https://www.zomato.com/gwalior/gwalior-darbar-lashkar/info
,,,https://www.zomato.com/gwalior/happy-da-pizza-patties-cafe-anand-nagar/info
Happy Da Pizza & Patties Cafe,"Pizza, Fast Food, Street Food",₹350 for two,https://www.zomato.com/gwalior/happy-da-pizza-patties-cafe-anand-nagar/info
,,,https://www.zomato.com/gwalior/braj-ki-rasoi-restaurant-shinde-ki-chhawani/info
Braj Ki Rasoi & Restaurant,North Indian,₹350 for two,https://www.zomato.com/gwalior/braj-ki-rasoi-restaurant-shinde-ki-chhawani/info
,,,https://www.zomato.com/gwalior/f-c-bakery-lashkar/info
F & C Bakery,"Bakery, Fast Food, Sandwich, Pizza, North Indian",₹350 for two,https://www.zomato.com/gwalior/f-c-bakery-lashkar/info
,,,https://www.zomato.com/gwalior/hot-pizza-thatipur/info
Hot Pizza,"Pizza, Fast Food",₹300 for two,https://www.zomato.com/gwalior/hot-pizza-thatipur/info
,,,https://www.zomato.com/gwalior/kaptains-kitchen-morar/info
Kaptain's Kitchen,"Fast Food, Chinese",₹300 for two,https://www.zomato.com/gwalior/kaptains-kitchen-morar/info
,,,https://www.zomato.com/gwalior/cantine-bistro-deen-dayal-nagar/info
Cantine Bistro,"Coffee, Shake, Burger, Street Food, Pasta, Sandwich, Pizza, Fast Food",₹250 for two,https://www.zomato.com/gwalior/cantine-bistro-deen-dayal-nagar/info
,,,https://www.zomato.com/gwalior/k-cube-restaurant-lashkar/info
K Cube Restaurant,"South Indian, Chinese, North Indian, Street Food, Fast Food, Beverages",₹300 for two,https://www.zomato.com/gwalior/k-cube-restaurant-lashkar/info
,,,https://www.zomato.com/gwalior/chai-premier-league-thatipur/info
Chai Premier League,"Fast Food, Pizza, Beverages, Tea, Shake, Sandwich, Burger",₹300 for two,https://www.zomato.com/gwalior/chai-premier-league-thatipur/info
,,,https://www.zomato.com/gwalior/aarya-south-indian-jayka-ghosipura/info
Aarya South Indian Jayka,South Indian,₹200 for two,https://www.zomato.com/gwalior/aarya-south-indian-jayka-ghosipura/info
,,,https://www.zomato.com/gwalior/sweet-salt-restaurant-1-morar/info
Sweet & Salt Restaurant,"North Indian, Fast Food, Chinese, South Indian, Desserts, Beverages",₹500 for two,https://www.zomato.com/gwalior/sweet-salt-restaurant-1-morar/info
,,,https://www.zomato.com/gwalior/relish-bakers-mahalgaon/info
Relish Bakers,"Bakery, Desserts, Fast Food, Pizza, Burger, Beverages",₹500 for two,https://www.zomato.com/gwalior/relish-bakers-mahalgaon/info
,,,https://www.zomato.com/gwalior/the-metro-food-junction-1-lashkar/info
The Metro Food Junction,"Chinese, Fast Food",₹250 for two,https://www.zomato.com/gwalior/the-metro-food-junction-1-lashkar/info
,,,https://www.zomato.com/gwalior/virasat-e-punjab-1-gulmohar-city/info
Virasat 'E' Punjab,"North Indian, Chinese, Sandwich, Desserts, Beverages","₹1,100 for two",https://www.zomato.com/gwalior/virasat-e-punjab-1-gulmohar-city/info
,,,https://www.zomato.com/gwalior/foodeee-hub-com-cafe-and-family-restaurant-lohamandi/info
Foodeee Hub.Com Cafe And Family Restaurant,"Chinese, North Indian, Rolls, Burger, Pasta, Pizza, Street Food, Beverages",₹300 for two,https://www.zomato.com/gwalior/foodeee-hub-com-cafe-and-family-restaurant-lohamandi/info
,,,https://www.zomato.com/gwalior/bleu-2-city-center/info
Bleu,"Bakery, Fast Food, Beverages",₹250 for two,https://www.zomato.com/gwalior/bleu-2-city-center/info
,,,https://www.zomato.com/gwalior/nh-44-cafe-1-deen-dayal-nagar/info
NH-44 Cafe,"Chinese, Fast Food, Pizza, Pasta, Sandwich, Street Food, Shake, Beverages",₹400 for two,https://www.zomato.com/gwalior/nh-44-cafe-1-deen-dayal-nagar/info
,,,https://www.zomato.com/gwalior/gurudev-parcel-counter-madhav-ganj/info
Gurudev Parcel Counter,"North Indian, Pizza, Chinese",₹150 for two,https://www.zomato.com/gwalior/gurudev-parcel-counter-madhav-ganj/info
,,,https://www.zomato.com/gwalior/atithi-bhoj-restaurant-shinde-ki-chhawani/info
Atithi Bhoj Restaurant,North Indian,₹300 for two,https://www.zomato.com/gwalior/atithi-bhoj-restaurant-shinde-ki-chhawani/info
,,,https://www.zomato.com/gwalior/rishav-pizza-cafe-madhav-ganj/info
Rishav Pizza Cafe,"Pizza, Fast Food, Burger, Sandwich",₹300 for two,https://www.zomato.com/gwalior/rishav-pizza-cafe-madhav-ganj/info
,,,https://www.zomato.com/gwalior/hut-k-cafe-madhav-ganj/info
Hut-k Cafe,"Chinese, Pizza, Burger, Sandwich, Fast Food, Shake, Beverages",₹250 for two,https://www.zomato.com/gwalior/hut-k-cafe-madhav-ganj/info
,,,https://www.zomato.com/gwalior/v-rasoi-restaurant-birla-nagar/info
V Rasoi Restaurant,"North Indian, South Indian, Chinese, Street Food, Fast Food",₹400 for two,https://www.zomato.com/gwalior/v-rasoi-restaurant-birla-nagar/info
,,,https://www.zomato.com/gwalior/handi-hotel-banjara-lashkar/info
Handi - Hotel Banjara,"North Indian, Chinese, Pasta, Desserts, Fast Food, Street Food, Beverages",₹400 for two,https://www.zomato.com/gwalior/handi-hotel-banjara-lashkar/info
,,,https://www.zomato.com/gwalior/the-royal-maharaja-restaurant-cafe-city-center/info
The Royal Maharaja Restaurant & Cafe,"Rolls, Fast Food, Shake",₹250 for two,https://www.zomato.com/gwalior/the-royal-maharaja-restaurant-cafe-city-center/info
,,,https://www.zomato.com/gwalior/shri-siddhi-vinayak-restaurant-shinde-ki-chhawani/info
Shri Siddhi Vinayak Restaurant,North Indian,₹300 for two,https://www.zomato.com/gwalior/shri-siddhi-vinayak-restaurant-shinde-ki-chhawani/info
,,,https://www.zomato.com/gwalior/shree-balaji-sweet-bakery-restaurant-1-deen-dayal-nagar/info
Shree Balaji Sweet Bakery Restaurant,"Mithai, Desserts, North Indian, Street Food, Chinese, Pizza, Fast Food, Beverages",₹400 for two,https://www.zomato.com/gwalior/shree-balaji-sweet-bakery-restaurant-1-deen-dayal-nagar/info
,,,https://www.zomato.com/gwalior/burger-house-shinde-ki-chhawani/info
Burger House,"Burger, Wraps, Fast Food, Sandwich, Beverages",₹350 for two,https://www.zomato.com/gwalior/burger-house-shinde-ki-chhawani/info
,,,https://www.zomato.com/gwalior/kings-pizza-1-vinay-nagar/info
Kings Pizza,"Pizza, Burger, Sandwich, Fast Food",₹350 for two,https://www.zomato.com/gwalior/kings-pizza-1-vinay-nagar/info
,,,https://www.zomato.com/gwalior/delhi-6-ke-lajabab-parathe-shinde-ki-chhawani/info
Delhi-6 Ke Lajabab Parathe,North Indian,₹300 for two,https://www.zomato.com/gwalior/delhi-6-ke-lajabab-parathe-shinde-ki-chhawani/info
,,,https://www.zomato.com/gwalior/vishnu-bakery-madhav-ganj/info
Vishnu Bakery,Bakery,₹300 for two,https://www.zomato.com/gwalior/vishnu-bakery-madhav-ganj/info
,,,https://www.zomato.com/gwalior/sugar-palm-hotel-city-center/info
Sugar Palm Hotel,"North Indian, Mughlai, Chinese, Fast Food, Street Food",₹750 for two,https://www.zomato.com/gwalior/sugar-palm-hotel-city-center/info
,,,https://www.zomato.com/gwalior/little-gwalior-cafe-restaurant-lashkar/info
Little Gwalior Cafe Restaurant,"Fast Food, Street Food, Chinese, North Indian, South Indian, Rolls, Desserts, Beverages",₹400 for two,https://www.zomato.com/gwalior/little-gwalior-cafe-restaurant-lashkar/info
,,,https://www.zomato.com/gwalior/the-graduate-chill-point-gulmohar-city/info
The Graduate Chill Point,"Fast Food, Street Food, Shake, Beverages, Ice Cream",₹250 for two,https://www.zomato.com/gwalior/the-graduate-chill-point-gulmohar-city/info
,,,https://www.zomato.com/gwalior/sat-sahib-fast-food-corner-deen-dayal-nagar/info
Sat Sahib Fast Food Corner,"Fast Food, North Indian",₹350 for two,https://www.zomato.com/gwalior/sat-sahib-fast-food-corner-deen-dayal-nagar/info
,,,https://www.zomato.com/gwalior/taste-of-chambal-1-deen-dayal-nagar/info
Taste Of Chambal,"North Indian, Biryani",₹350 for two,https://www.zomato.com/gwalior/taste-of-chambal-1-deen-dayal-nagar/info
,,,https://www.zomato.com/gwalior/frontier-restaurent-parcel-counter-lashkar/info
Frontier Restaurent & Parcel Counter,North Indian,₹400 for two,https://www.zomato.com/gwalior/frontier-restaurent-parcel-counter-lashkar/info
,,,https://www.zomato.com/gwalior/dr-burger-morar/info
Dr Burger,"Burger, Momos, Sandwich, Pizza, Street Food, Shake, Beverages",₹300 for two,https://www.zomato.com/gwalior/dr-burger-morar/info
,,,https://www.zomato.com/gwalior/bento-caafe-birla-nagar/info
Bento Caafe,"Chinese, Pizza, Burger, Fast Food, Sichuan, Street Food, Shake, Beverages",₹250 for two,https://www.zomato.com/gwalior/bento-caafe-birla-nagar/info
,,,https://www.zomato.com/gwalior/shivaay-restaurant-kala-saiyad/info
Shivaay Restaurant,"North Indian, Chinese, Salad",₹500 for two,https://www.zomato.com/gwalior/shivaay-restaurant-kala-saiyad/info
,,,https://www.zomato.com/gwalior/vansi-fast-food-anand-nagar/info
Vansi Fast Food,"Fast Food, South Indian, Pizza, Street Food, Chinese",₹200 for two,https://www.zomato.com/gwalior/vansi-fast-food-anand-nagar/info
,,,https://www.zomato.com/gwalior/kaurav-sweets-naya-bazaar/info
Kaurav Sweets,Mithai,₹300 for two,https://www.zomato.com/gwalior/kaurav-sweets-naya-bazaar/info
,,,https://www.zomato.com/gwalior/chit-chat-cafe-deen-dayal-nagar/info
Chit Chat Cafe,"Fast Food, Pizza, Momos, Beverages",₹250 for two,https://www.zomato.com/gwalior/chit-chat-cafe-deen-dayal-nagar/info
,,,https://www.zomato.com/gwalior/bhakti-bhojnalaya-family-restaurant-deen-dayal-nagar/info
Bhakti Bhojnalaya & Family Restaurant,North Indian,₹350 for two,https://www.zomato.com/gwalior/bhakti-bhojnalaya-family-restaurant-deen-dayal-nagar/info
,,,https://www.zomato.com/gwalior/s-and-v-lashkar/info
S And V,"Chinese, Pizza, Sandwich, Fast Food, Street Food, Beverages",₹400 for two,https://www.zomato.com/gwalior/s-and-v-lashkar/info
,,,https://www.zomato.com/gwalior/lazeez-cafe-restro-lashkar/info
Lazeez Cafe & Restro,"North Indian, Chinese",₹650 for two,https://www.zomato.com/gwalior/lazeez-cafe-restro-lashkar/info
,,,https://www.zomato.com/gwalior/the-kings-inn-vinay-nagar/info
The Kings Inn,"North Indian, Chinese",₹300 for two,https://www.zomato.com/gwalior/the-kings-inn-vinay-nagar/info
,,,https://www.zomato.com/gwalior/la-atmos-city-center/info
La' Atmos,"Pasta, Fast Food, Pizza, Sandwich, Shake, Beverages, Desserts",₹700 for two,https://www.zomato.com/gwalior/la-atmos-city-center/info
,,,https://www.zomato.com/gwalior/silver-spoon-restaurant-city-center/info
Silver Spoon Restaurant,"North Indian, Chinese, Fast Food",₹300 for two,https://www.zomato.com/gwalior/silver-spoon-restaurant-city-center/info
,,,https://www.zomato.com/gwalior/shree-jodhana-misthan-bhandaar-lashkar/info
Shree Jodhana Misthan Bhandaar,"Mithai, Street Food",₹200 for two,https://www.zomato.com/gwalior/shree-jodhana-misthan-bhandaar-lashkar/info
,,,https://www.zomato.com/gwalior/bhog-raj-namkeen-anand-nagar/info
Bhog Raj Namkeen,Fast Food,₹250 for two,https://www.zomato.com/gwalior/bhog-raj-namkeen-anand-nagar/info
,,,https://www.zomato.com/gwalior/vital-restaurant-birla-nagar/info
Vital Restaurant,"Biryani, North Indian",₹350 for two,https://www.zomato.com/gwalior/vital-restaurant-birla-nagar/info
,,,https://www.zomato.com/gwalior/ajanta-restaurant-city-center/info
Ajanta Restaurant,"North Indian, Mughlai",₹500 for two,https://www.zomato.com/gwalior/ajanta-restaurant-city-center/info
,,,https://www.zomato.com/gwalior/the-taste-of-chambal-2-vinay-nagar/info
The Taste Of Chambal,"Fast Food, Chinese, North Indian, Shake, Beverages",₹400 for two,https://www.zomato.com/gwalior/the-taste-of-chambal-2-vinay-nagar/info
,,,https://www.zomato.com/gwalior/punjab-da-tadka-mahalgaon/info
Punjab Da Tadka,"Chinese, Kebab",₹300 for two,https://www.zomato.com/gwalior/punjab-da-tadka-mahalgaon/info
,,,https://www.zomato.com/gwalior/choice-fast-food-lashkar/info
Choice Fast Food,"North Indian, Fast Food, Chinese, South Indian",₹300 for two,https://www.zomato.com/gwalior/choice-fast-food-lashkar/info
,,,https://www.zomato.com/gwalior/spicy-indian-cafe-restaurant-naya-bazaar/info
Spicy Indian Cafe & Restaurant,"North Indian, Chinese, Fast Food",₹400 for two,https://www.zomato.com/gwalior/spicy-indian-cafe-restaurant-naya-bazaar/info
,,,https://www.zomato.com/gwalior/devki-grand-2-gulmohar-city/info
Devki Grand,"North Indian, Biryani, Chinese, Kebab, Fast Food, Street Food, Sandwich","₹1,000 for two",https://www.zomato.com/gwalior/devki-grand-2-gulmohar-city/info
,,,https://www.zomato.com/gwalior/fukrey-back-bencher-morar/info
Fukrey Back Bencher,"South Indian, Pizza, Sandwich, Fast Food, Street Food, Chinese, Shake, Beverages",₹200 for two,https://www.zomato.com/gwalior/fukrey-back-bencher-morar/info
,,,https://www.zomato.com/gwalior/maharaja-restaurant-veg-non-veg-deen-dayal-nagar/info
Maharaja Restaurant Veg & Non Veg,"North Indian, Mughlai, Biryani",₹400 for two,https://www.zomato.com/gwalior/maharaja-restaurant-veg-non-veg-deen-dayal-nagar/info
,,,https://www.zomato.com/gwalior/shri-ram-bhojalaya-pinku-da-dhaba-deen-dayal-nagar/info
Shri Ram Bhojalaya - Pinku Da Dhaba,North Indian,₹250 for two,https://www.zomato.com/gwalior/shri-ram-bhojalaya-pinku-da-dhaba-deen-dayal-nagar/info
,,,https://www.zomato.com/gwalior/the-sandwich-hub-shinde-ki-chhawani/info
The Sandwich Hub,"Sandwich, Rolls, Fast Food, Beverages",₹350 for two,https://www.zomato.com/gwalior/the-sandwich-hub-shinde-ki-chhawani/info
,,,https://www.zomato.com/gwalior/jodhpur-wala-restaurant-morar/info
Jodhpur Wala Restaurant,"Street Food, Fast Food, Chinese, North Indian, Pizza, Shake, South Indian",₹400 for two,https://www.zomato.com/gwalior/jodhpur-wala-restaurant-morar/info
,,,https://www.zomato.com/gwalior/agrawal-family-restaurant-lashkar/info
Agrawal Family Restaurant,"North Indian, Chinese, Mughlai, Fast Food, Street Food, South Indian, Desserts, Beverages",₹400 for two,https://www.zomato.com/gwalior/agrawal-family-restaurant-lashkar/info
,,,https://www.zomato.com/gwalior/asgardian-the-party-world-vinay-nagar/info
Asgardian The Party World,"Fast Food, Chinese",₹200 for two,https://www.zomato.com/gwalior/asgardian-the-party-world-vinay-nagar/info
,,,https://www.zomato.com/gwalior/sohan-dairy-and-sweets-lashkar/info
Sohan Dairy and Sweets,Mithai,₹500 for two,https://www.zomato.com/gwalior/sohan-dairy-and-sweets-lashkar/info
,,,https://www.zomato.com/gwalior/swastik-restaurant-shinde-ki-chhawani/info
Swastik Restaurant,"North Indian, Chinese, Desserts, Beverages",₹500 for two,https://www.zomato.com/gwalior/swastik-restaurant-shinde-ki-chhawani/info
,,,https://www.zomato.com/gwalior/ambika-hotel-thatipur/info
Ambika Hotel,"North Indian, Rolls",₹400 for two,https://www.zomato.com/gwalior/ambika-hotel-thatipur/info
,,,https://www.zomato.com/gwalior/blueberry-restaurant-morar/info
Blueberry Restaurant,"North Indian, South Indian, Chinese, Fast Food, Street Food, Desserts",₹500 for two,https://www.zomato.com/gwalior/blueberry-restaurant-morar/info
,,,https://www.zomato.com/gwalior/punjab-di-kitchen-lashkar/info
Punjab Di Kitchen,"North Indian, South Indian, Chinese, Fast Food",₹300 for two,https://www.zomato.com/gwalior/punjab-di-kitchen-lashkar/info
