name,cuisine,price,link
Radha Ki Rasoi,"North Indian, Street Food, Burger, South Indian, Chinese, Beverages",₹400 for two,https://www.zomato.com/gwalior/radha-ki-rasoi-city-center/info
,,,https://www.zomato.com/gwalior/parth-juice-cafe-centre-morar/info
Parth Juice Cafe Centre,"Beverages, Pizza, Sandwich, Chinese, Fast Food, Ice Cream, Desserts, Burger",₹300 for two,https://www.zomato.com/gwalior/parth-juice-cafe-centre-morar/info
,,,https://www.zomato.com/gwalior/twisted-toppings-pizza-deen-dayal-nagar/info
Twisted Toppings Pizza,"Pizza, Burger, Sandwich",₹250 for two,https://www.zomato.com/gwalior/twisted-toppings-pizza-deen-dayal-nagar/info
,,,https://www.zomato.com/gwalior/nainitals-testie-basket-thatipur/info
Nainital's Testie Basket,"Fast Food, Biryani, Ice Cream",₹200 for two,https://www.zomato.com/gwalior/nainitals-testie-basket-thatipur/info
,,,https://www.zomato.com/gwalior/vadilal-hangout-birla-nagar/info
Vadilal Hangout,"Ice Cream, Desserts, Shake",₹200 for two,https://www.zomato.com/gwalior/vadilal-hangout-birla-nagar/info
,,,https://www.zomato.com/gwalior/khana-khajana-family-restaurant-lashkar/info
Khana Khajana Family Restaurant,"North Indian, Chinese, Mughlai, Fast Food",₹550 for two,https://www.zomato.com/gwalior/khana-khajana-family-restaurant-lashkar/info
,,,https://www.zomato.com/gwalior/the-star-roof-cafe-city-center/info
The Star Roof Cafe,"Fast Food, Pizza, Sandwich, Street Food, Chinese, Beverages, Shake",₹400 for two,https://www.zomato.com/gwalior/the-star-roof-cafe-city-center/info
,,,https://www.zomato.com/gwalior/boxo-burger-city-center/info
Boxo Burger,"Burger, Pizza, Sandwich, Fast Food, Beverages",₹400 for two,https://www.zomato.com/gwalior/boxo-burger-city-center/info
,,,https://www.zomato.com/gwalior/hotel-sai-kripa-deen-dayal-nagar/info
Hotel Sai Kripa,"North Indian, Chinese, South Indian, Desserts, Beverages","₹1,000 for two",https://www.zomato.com/gwalior/hotel-sai-kripa-deen-dayal-nagar/info
,,,https://www.zomato.com/gwalior/burger-budds-birla-nagar/info
Burger Budds,"Burger, Wraps, Sandwich, Fast Food, Momos, Street Food, Shake, Beverages",₹200 for two,https://www.zomato.com/gwalior/burger-budds-birla-nagar/info
,,,https://www.zomato.com/gwalior/cosmo-cafe-city-center/info
Cosmo Cafe,"Pizza, Chinese, North Indian, Fast Food, Shake, Beverages",₹600 for two,https://www.zomato.com/gwalior/cosmo-cafe-city-center/info
,,,https://www.zomato.com/gwalior/wow-china-city-center/info
WOW! China,"Chinese, Asian, Fast Food, Beverages, Snacks",₹300 for two,https://www.zomato.com/gwalior/wow-china-city-center/info
,,,https://www.zomato.com/gwalior/ashoka-family-restaurant-thatipur/info
Ashoka Family Restaurant,North Indian,₹300 for two,https://www.zomato.com/gwalior/ashoka-family-restaurant-thatipur/info
,,,https://www.zomato.com/gwalior/burger-bytes-naya-bazaar/info
Burger Bytes,"Burger, Wraps, Pizza, Sandwich, Fast Food, Momos, Street Food, Shake",₹300 for two,https://www.zomato.com/gwalior/burger-bytes-naya-bazaar/info
,,,https://www.zomato.com/gwalior/punjabi-food-factory-lashkar/info
Punjabi Food Factory,"North Indian, Rolls, Biryani",₹400 for two,https://www.zomato.com/gwalior/punjabi-food-factory-lashkar/info
,,,https://www.zomato.com/gwalior/hotel-sudarshan-lashkar/info
Hotel Sudarshan,"North Indian, Chinese, South Indian, Fast Food, Mughlai, Biryani, Desserts",₹550 for two,https://www.zomato.com/gwalior/hotel-sudarshan-lashkar/info
,,,https://www.zomato.com/gwalior/food-mafia-lashkar/info
Food Mafia,"Chinese, Fast Food, Rolls, Pizza, Sandwich, Shake, Beverages",₹400 for two,https://www.zomato.com/gwalior/food-mafia-lashkar/info
,,,https://www.zomato.com/gwalior/lub-lub-world-of-shawarmas-city-center/info
Lub Lub - World Of Shawarmas,"Shawarma, Lebanese, Mediterranean, Burger",₹550 for two,https://www.zomato.com/gwalior/lub-lub-world-of-shawarmas-city-center/info
,,,https://www.zomato.com/gwalior/bapu-di-rasoi-2-city-center/info
Bapu Di Rasoi,"North Indian, Chinese, Fast Food, Desserts, Beverages",₹400 for two,https://www.zomato.com/gwalior/bapu-di-rasoi-2-city-center/info
,,,https://www.zomato.com/gwalior/basil-bites-woodfired-pizzeria-city-center/info
Basil & Bites Woodfired Pizzeria,"Pizza, Italian",₹400 for two,https://www.zomato.com/gwalior/basil-bites-woodfired-pizzeria-city-center/info
,,,https://www.zomato.com/gwalior/anna-masala-dosa-thatipur/info
Anna Masala Dosa,"South Indian, Fast Food",₹200 for two,https://www.zomato.com/gwalior/anna-masala-dosa-thatipur/info
,,,https://www.zomato.com/gwalior/jiwaji-club-the-clubs-kitchen-lashkar/info
Jiwaji Club - The Club's Kitchen,"Chinese, Fast Food, Street Food, North Indian, Mughlai, Beverages",₹400 for two,https://www.zomato.com/gwalior/jiwaji-club-the-clubs-kitchen-lashkar/info
,,,https://www.zomato.com/gwalior/the-ved-mantra-lashkar/info
The Ved Mantra,"North Indian, Continental, Fast Food",₹900 for two,https://www.zomato.com/gwalior/the-ved-mantra-lashkar/info
,,,https://www.zomato.com/gwalior/rolls-mania-city-center/info
Rolls Mania,"Rolls, North Indian, Fast Food, Street Food, Beverages",₹400 for two,https://www.zomato.com/gwalior/rolls-mania-city-center/info
,,,https://www.zomato.com/gwalior/saapadam-city-center/info
Saapadam,"South Indian, Street Food, Beverages",₹250 for two,https://www.zomato.com/gwalior/saapadam-city-center/info
,,,https://www.zomato.com/gwalior/mvfc-shudh-shakahari-bhojan-shinde-ki-chhawani/info
MVFC - Shudh Shakahari Bhojan,North Indian,₹300 for two,https://www.zomato.com/gwalior/mvfc-shudh-shakahari-bhojan-shinde-ki-chhawani/info
,,,https://www.zomato.com/gwalior/bawarchi-club-deen-dayal-nagar/info
Bawarchi Club,"Fast Food, Burger, Sandwich",₹250 for two,https://www.zomato.com/gwalior/bawarchi-club-deen-dayal-nagar/info
,,,https://www.zomato.com/gwalior/chef-direct-morar/info
Chef Direct,"Coffee, Cafe, Chinese, Fast Food, Pizza, Sandwich, Ice Cream, Beverages",₹350 for two,https://www.zomato.com/gwalior/chef-direct-morar/info
,,,https://www.zomato.com/gwalior/rohit-bakers-naya-bazaar/info
Rohit Bakers,"Bakery, Desserts",₹200 for two,https://www.zomato.com/gwalior/rohit-bakers-naya-bazaar/info
,,,https://www.zomato.com/gwalior/pepper-street-gulmohar-city/info
Pepper Street,"Chinese, North Indian, Mughlai, Pizza, Burger, Sandwich, Desserts, Beverages",₹650 for two,https://www.zomato.com/gwalior/pepper-street-gulmohar-city/info
,,,https://www.zomato.com/gwalior/punjabi-dhaba-lashkar/info
Punjabi Dhaba,North Indian,₹300 for two,https://www.zomato.com/gwalior/punjabi-dhaba-lashkar/info
,,,https://www.zomato.com/gwalior/teagather-grand-model-town/info
Teagather Grand,"Fast Food, North Indian, Pizza, Beverages",₹450 for two,https://www.zomato.com/gwalior/teagather-grand-model-town/info
,,,https://www.zomato.com/gwalior/f-for-fries-birla-nagar/info
F For Fries,Fast Food,₹250 for two,https://www.zomato.com/gwalior/f-for-fries-birla-nagar/info
,,,https://www.zomato.com/gwalior/dairymans-natural-ice-cream-lashkar/info
Dairyman's Natural Ice Cream,"Ice Cream, Desserts, Fast Food, Bakery, Beverages",₹200 for two,https://www.zomato.com/gwalior/dairymans-natural-ice-cream-lashkar/info
,,,https://www.zomato.com/gwalior/dosa-corner-lashkar/info
Dosa Corner,"South Indian, Fast Food, North Indian, Chinese, Street Food, Beverages, Sichuan",₹400 for two,https://www.zomato.com/gwalior/dosa-corner-lashkar/info
,,,https://www.zomato.com/gwalior/rakesh-juice-shakes-parlour-lashkar/info
Rakesh Juice & Shakes Parlour,"Beverages, Ice Cream, Desserts",₹200 for two,https://www.zomato.com/gwalior/rakesh-juice-shakes-parlour-lashkar/info
,,,https://www.zomato.com/gwalior/chhappan-bhog-lashkar/info
Chhappan Bhog,"Mithai, Desserts",₹400 for two,https://www.zomato.com/gwalior/chhappan-bhog-lashkar/info
,,,https://www.zomato.com/gwalior/sita-manor-restaurant-city-center/info
Sita Manor Restaurant,"North Indian, Chinese, Sandwich, Fast Food, Desserts, Beverages",₹800 for two,https://www.zomato.com/gwalior/sita-manor-restaurant-city-center/info
,,,https://www.zomato.com/gwalior/aangan-restaurant-prasad-nagar/info
Aangan Restaurant,"Street Food, North Indian, Mithai, Chinese",₹400 for two,https://www.zomato.com/gwalior/aangan-restaurant-prasad-nagar/info
,,,https://www.zomato.com/gwalior/pandits-rolls-momos-lashkar/info
Pandit's Rolls & Momos,"Momos, Fast Food, Rolls",₹100 for two,https://www.zomato.com/gwalior/pandits-rolls-momos-lashkar/info
,,,https://www.zomato.com/gwalior/shivam-pav-bhaji-and-pulav-centre-shinde-ki-chhawani/info
Shivam Pav Bhaji And Pulav Centre,"South Indian, Chinese, Street Food, Fast Food",₹200 for two,https://www.zomato.com/gwalior/shivam-pav-bhaji-and-pulav-centre-shinde-ki-chhawani/info
,,,https://www.zomato.com/gwalior/sai-bhoj-city-center/info
Sai Bhoj,"North Indian, Fast Food, Beverages",₹450 for two,https://www.zomato.com/gwalior/sai-bhoj-city-center/info
,,,https://www.zomato.com/gwalior/prabha-international-hotel-lashkar/info
Prabha International Hotel,"North Indian, Shake",₹700 for two,https://www.zomato.com/gwalior/prabha-international-hotel-lashkar/info
,,,https://www.zomato.com/gwalior/the-bellevue-city-center/info
The Bellevue,"North Indian, Chinese, South Indian, Continental",₹850 for two,https://www.zomato.com/gwalior/the-bellevue-city-center/info
,,,https://www.zomato.com/gwalior/hotel-royal-inn-city-center/info
Hotel Royal Inn,"Fast Food, Chinese, North Indian, Mughlai, Desserts, Beverages",₹700 for two,https://www.zomato.com/gwalior/hotel-royal-inn-city-center/info
,,,https://www.zomato.com/gwalior/kamakhya-restaurant-morar/info
Kamakhya Restaurant,"North Indian, Chinese, Fast Food, Street Food, Desserts, Ice Cream, Beverages",₹500 for two,https://www.zomato.com/gwalior/kamakhya-restaurant-morar/info
,,,https://www.zomato.com/gwalior/food-station-madhav-ganj/info
Food Station,"Fast Food, Pizza",₹150 for two,https://www.zomato.com/gwalior/food-station-madhav-ganj/info
,,,https://www.zomato.com/gwalior/hungers-snacks-1-lashkar/info
Hunger's Snacks,"Fast Food, Chinese, South Indian, Beverages, Pizza",₹300 for two,https://www.zomato.com/gwalior/hungers-snacks-1-lashkar/info
,,,https://www.zomato.com/gwalior/chat-on-chaat-the-city-food-court-lashkar/info
Chat On Chaat - The City Food Court,Street Food,₹200 for two,https://www.zomato.com/gwalior/chat-on-chaat-the-city-food-court-lashkar/info
,,,https://www.zomato.com/gwalior/atithi-inn-shinde-ki-chhawani/info
Atithi Inn,"North Indian, Chinese, Fast Food, Beverages, Desserts",₹600 for two,https://www.zomato.com/gwalior/atithi-inn-shinde-ki-chhawani/info
,,,https://www.zomato.com/gwalior/lovely-fruit-shake-icecream-thatipur/info
Lovely Fruit Shake & Icecream,"Beverages, Ice Cream, Shake",₹200 for two,https://www.zomato.com/gwalior/lovely-fruit-shake-icecream-thatipur/info
,,,https://www.zomato.com/gwalior/tealogy-city-center/info
Tealogy,"Sandwich, Fast Food, Street Food, Beverages",₹200 for two,https://www.zomato.com/gwalior/tealogy-city-center/info
,,,https://www.zomato.com/gwalior/indian-rasoi-city-center/info
Indian Rasoi,"North Indian, South Indian, Chinese, Fast Food, Beverages",₹300 for two,https://www.zomato.com/gwalior/indian-rasoi-city-center/info
,,,https://www.zomato.com/gwalior/adhura-engineer-food-lab-deen-dayal-nagar/info
Adhura Engineer Food Lab,"South Indian, North Indian, Chinese, Fast Food, Street Food, Rolls, Shake",₹300 for two,https://www.zomato.com/gwalior/adhura-engineer-food-lab-deen-dayal-nagar/info
,,,https://www.zomato.com/the-road-food-truck-food-truck/info
The Road Food,"Chinese, Sandwich, Rolls, Momos, Fast Food, Street Food, Beverages",₹500 for two,https://www.zomato.com/the-road-food-truck-food-truck/info
,,,https://www.zomato.com/gwalior/paarivar-cafeteria-bakery-naya-bazaar/info
Paarivar Cafeteria & Bakery,"Fast Food, Street Food, Beverages",₹250 for two,https://www.zomato.com/gwalior/paarivar-cafeteria-bakery-naya-bazaar/info
,,,https://www.zomato.com/gwalior/aggarwal-puri-bhandar-shinde-ki-chhawani/info
Aggarwal Puri Bhandar,North Indian,₹150 for two,https://www.zomato.com/gwalior/aggarwal-puri-bhandar-shinde-ki-chhawani/info
,,,https://www.zomato.com/gwalior/moms-cafe-1-city-center/info
Mom's Cafe,"Cafe, North Indian, Fast Food, Sandwich, Beverages, Coffee, Chinese, Shake",₹350 for two,https://www.zomato.com/gwalior/moms-cafe-1-city-center/info
,,,https://www.zomato.com/gwalior/shri-krishna-family-restaurant-shinde-ki-chhawani/info
Shri Krishna Family Restaurant,North Indian,₹250 for two,https://www.zomato.com/gwalior/shri-krishna-family-restaurant-shinde-ki-chhawani/info
,,,https://www.zomato.com/gwalior/kamal-nayan-the-barbie-themed-cafe-restaurant-deen-dayal-nagar/info
Kamal Nayan The Barbie Themed Cafe & Restaurant,"Cafe, Chinese, Street Food, Fast Food, Pizza, Coffee, Shake, Beverages",₹300 for two,https://www.zomato.com/gwalior/kamal-nayan-the-barbie-themed-cafe-restaurant-deen-dayal-nagar/info
,,,https://www.zomato.com/gwalior/traffic-jam-cafe-vinay-nagar/info
Traffic Jam Cafe,"Fast Food, Chinese, Sandwich, Pizza, Beverages",₹350 for two,https://www.zomato.com/gwalior/traffic-jam-cafe-vinay-nagar/info
,,,https://www.zomato.com/gwalior/chaudhary-ka-dhaba-c-k-d-thatipur/info
Chaudhary Ka Dhaba (C.K.D),"North Indian, Beverages",₹300 for two,https://www.zomato.com/gwalior/chaudhary-ka-dhaba-c-k-d-thatipur/info
,,,https://www.zomato.com/gwalior/7-square-thatipur/info
7 Square,"Burger, Pizza, Fast Food, Street Food, Chinese, North Indian, Desserts, Beverages",₹300 for two,https://www.zomato.com/gwalior/7-square-thatipur/info
,,,https://www.zomato.com/gwalior/khan-saab-city-center/info
Khan Saab,North Indian,₹300 for two,https://www.zomato.com/gwalior/khan-saab-city-center/info
,,,https://www.zomato.com/gwalior/shere-hind-hotel-ghosipura/info
Shere Hind Hotel,North Indian,₹300 for two,https://www.zomato.com/gwalior/shere-hind-hotel-ghosipura/info
,,,https://www.zomato.com/gwalior/chatar-patar-city-center/info
Chatar Patar,"Street Food, Beverages",₹200 for two,https://www.zomato.com/gwalior/chatar-patar-city-center/info
,,,https://www.zomato.com/gwalior/shan-shaukat-shinde-ki-chhawani/info
Shan-Shaukat,"Mithai, Street Food",₹150 for two,https://www.zomato.com/gwalior/shan-shaukat-shinde-ki-chhawani/info
,,,https://www.zomato.com/gwalior/mood-alter-punjabi-tadka-madhav-ganj/info
Mood Alter Punjabi Tadka,Pizza,₹250 for two,https://www.zomato.com/gwalior/mood-alter-punjabi-tadka-madhav-ganj/info
,,,https://www.zomato.com/gwalior/siddhi-vinayak-restaurant-prasad-nagar/info
Siddhi Vinayak Restaurant,North Indian,₹350 for two,https://www.zomato.com/gwalior/siddhi-vinayak-restaurant-prasad-nagar/info
,,,https://www.zomato.com/gwalior/anand-bhoj-thatipur/info
Anand Bhoj,"North Indian, Fast Food, Beverages",₹500 for two,https://www.zomato.com/gwalior/anand-bhoj-thatipur/info
,,,https://www.zomato.com/gwalior/hotel-jageshwari-deen-dayal-nagar/info
Hotel Jageshwari,"North Indian, Biryani, Mughlai, Chinese, Salad, Ice Cream, Beverages","₹1,000 for two",https://www.zomato.com/gwalior/hotel-jageshwari-deen-dayal-nagar/info
,,,https://www.zomato.com/gwalior/brij-bhog-sweets-namkeen-naya-bazaar/info
Brij Bhog Sweets & Namkeen,"Mithai, Desserts",₹300 for two,https://www.zomato.com/gwalior/brij-bhog-sweets-namkeen-naya-bazaar/info
,,,https://www.zomato.com/gwalior/madan-namkeen-gajak-bhandar-ghosipura/info
Madan Namkeen & Gajak Bhandar,"Mithai, Street Food",₹150 for two,https://www.zomato.com/gwalior/madan-namkeen-gajak-bhandar-ghosipura/info
,,,https://www.zomato.com/gwalior/madhuram-fast-food-corner-vinay-nagar/info
Madhuram Fast Food Corner,North Indian,₹250 for two,https://www.zomato.com/gwalior/madhuram-fast-food-corner-vinay-nagar/info
,,,https://www.zomato.com/gwalior/pandit-zayka-morar/info
Pandit Zayka,"North Indian, South Indian, Chinese, Fast Food",₹350 for two,https://www.zomato.com/gwalior/pandit-zayka-morar/info
,,,https://www.zomato.com/gwalior/rangla-punjab-city-center/info
Rangla Punjab,"North Indian, Fast Food, Beverages",₹400 for two,https://www.zomato.com/gwalior/rangla-punjab-city-center/info
,,,https://www.zomato.com/gwalior/tdr-club-lounge-1-city-center/info
TDR Club & Lounge,"North Indian, Chinese, Burger, Pasta, Fast Food, Desserts, Shake, Beverages","₹1,000 for two",https://www.zomato.com/gwalior/tdr-club-lounge-1-city-center/info
,,,https://www.zomato.com/gwalior/pandit-sweets-shinde-ki-chhawani/info
Pandit Sweets,"Mithai, Street Food, Desserts, Beverages",₹300 for two,https://www.zomato.com/gwalior/pandit-sweets-shinde-ki-chhawani/info
,,,https://www.zomato.com/gwalior/phalsafa-cafe-fruit-bar-city-center/info
Phalsafa - Cafe Fruit Bar,"Coffee, Beverages, Desserts, Italian, Continental",₹500 for two,https://www.zomato.com/gwalior/phalsafa-cafe-fruit-bar-city-center/info
,,,https://www.zomato.com/gwalior/the-hope-cafe-lashkar/info
The Hope Cafe,"Chinese, South Indian, Fast Food, Sandwich, North Indian, Desserts, Beverages",₹400 for two,https://www.zomato.com/gwalior/the-hope-cafe-lashkar/info
,,,https://www.zomato.com/gwalior/punjabi-zayka-morar/info
Punjabi Zayka,"North Indian, Chinese, Fast Food",₹300 for two,https://www.zomato.com/gwalior/punjabi-zayka-morar/info
,,,https://www.zomato.com/gwalior/chaa-hut-deen-dayal-nagar/info
Chaa-Hut,"Fast Food, Beverages, Sandwich, Tea",₹200 for two,https://www.zomato.com/gwalior/chaa-hut-deen-dayal-nagar/info
,,,https://www.zomato.com/gwalior/the-sigdi-food-hub-1-lashkar/info
The Sigdi Food Hub,"Fast Food, Pizza, Sandwich, Chinese, Street Food",₹400 for two,https://www.zomato.com/gwalior/the-sigdi-food-hub-1-lashkar/info
,,,https://www.zomato.com/gwalior/khatirdari-lashkar/info
Khatirdari,"North Indian, Chinese, Mughlai, Biryani, Kebab, Momos",₹700 for two,https://www.zomato.com/gwalior/khatirdari-lashkar/info
,,,https://www.zomato.com/gwalior/the-vinayak-lashkar/info
The Vinayak,"North Indian, Chinese, Fast Food, Desserts",₹650 for two,https://www.zomato.com/gwalior/the-vinayak-lashkar/info
,,,https://www.zomato.com/gwalior/regenta-place-anand-nagar/info
Regenta Place,"North Indian, Mughlai, Biryani, Salad, Chinese","₹1,700 for two",https://www.zomato.com/gwalior/regenta-place-anand-nagar/info
,,,https://www.zomato.com/gwalior/litti-chokha-house-1-deen-dayal-nagar/info
Litti Chokha House,"Bihari, Biryani, North Indian",₹300 for two,https://www.zomato.com/gwalior/litti-chokha-house-1-deen-dayal-nagar/info
,,,https://www.zomato.com/gwalior/pakiza-hotel-lashkar/info
Pakiza Hotel,"North Indian, Mughlai",₹300 for two,https://www.zomato.com/gwalior/pakiza-hotel-lashkar/info
,,,https://www.zomato.com/gwalior/shri-jodhpur-mishthan-bhandar-thatipur/info
Shri Jodhpur Mishthan Bhandar,"Mithai, Desserts",₹300 for two,https://www.zomato.com/gwalior/shri-jodhpur-mishthan-bhandar-thatipur/info
,,,https://www.zomato.com/gwalior/food-junction-deen-dayal-nagar/info
Food Junction,"North Indian, Chinese, Biryani",₹450 for two,https://www.zomato.com/gwalior/food-junction-deen-dayal-nagar/info
,,,https://www.zomato.com/gwalior/hotel-dessert-palm-city-center/info
Hotel Dessert Palm,"North Indian, Chinese, Mughlai, Beverages, Desserts, Kebab",₹900 for two,https://www.zomato.com/gwalior/hotel-dessert-palm-city-center/info
,,,https://www.zomato.com/gwalior/khilona-atithi-bhoj-lashkar/info
Khilona Atithi Bhoj,North Indian,₹400 for two,https://www.zomato.com/gwalior/khilona-atithi-bhoj-lashkar/info
,,,https://www.zomato.com/gwalior/patel-family-restaurant-1-birla-nagar/info
Patel Family Restaurant,"North Indian, Chinese, Fast Food, Pizza, Desserts",₹250 for two,https://www.zomato.com/gwalior/patel-family-restaurant-1-birla-nagar/info
,,,https://www.zomato.com/gwalior/iag-food-court-ifc-deen-dayal-nagar/info
IAG Food Court (IFC),"Pizza, Fast Food, North Indian, Sandwich",₹300 for two,https://www.zomato.com/gwalior/iag-food-court-ifc-deen-dayal-nagar/info
,,,https://www.zomato.com/gwalior/punjabi-darbar-lashkar/info
Punjabi Darbar,"North Indian, Chinese",₹350 for two,https://www.zomato.com/gwalior/punjabi-darbar-lashkar/info
,,,https://www.zomato.com/gwalior/chawla-chicken-morar/info
Chawla Chicken,"North Indian, Mughlai, Seafood, Fast Food, Chinese",₹400 for two,https://www.zomato.com/gwalior/chawla-chicken-morar/info
,,,https://www.zomato.com/gwalior/dawat-family-restaurant-vinay-nagar/info
Dawat Family Restaurant,"North Indian, Chinese, Beverages",₹400 for two,https://www.zomato.com/gwalior/dawat-family-restaurant-vinay-nagar/info
,,,https://www.zomato.com/gwalior/the-vedas-city-center/info
The Vedas,"North Indian, Chinese, Fast Food, Desserts, Beverages",₹900 for two,https://www.zomato.com/gwalior/the-vedas-city-center/info
,,,https://www.zomato.com/gwalior/chai-sutta-bar-city-center/info
Chai Sutta Bar,"Tea, Coffee, Beverages, Burger, Pizza, Sandwich, Fast Food, Street Food",₹200 for two,https://www.zomato.com/gwalior/chai-sutta-bar-city-center/info
,,,https://www.zomato.com/gwalior/new-annapurna-bhojnalaya-birla-nagar/info
New Annapurna Bhojnalaya,North Indian,₹150 for two,https://www.zomato.com/gwalior/new-annapurna-bhojnalaya-birla-nagar/info
,,,https://www.zomato.com/gwalior/bhopat-nasir-seekh-kabab-city-center/info
Bhopat Nasir Seekh Kabab,"Mughlai, Kebab, Biryani, North Indian",₹500 for two,https://www.zomato.com/gwalior/bhopat-nasir-seekh-kabab-city-center/info
,,,https://www.zomato.com/gwalior/burger-point-thatipur/info
Burger Point,"Burger, Sandwich, Wraps, Fast Food, Shake, Beverages",₹350 for two,https://www.zomato.com/gwalior/burger-point-thatipur/info
,,,https://www.zomato.com/gwalior/chawla-punjabi-junction-city-center/info
Chawla Punjabi Junction,"North Indian, Mughlai, Biryani",₹400 for two,https://www.zomato.com/gwalior/chawla-punjabi-junction-city-center/info
,,,https://www.zomato.com/gwalior/jatashankar-nashta-bhojanalya-anand-nagar/info
Jatashankar Nashta & Bhojanalya,North Indian,₹250 for two,https://www.zomato.com/gwalior/jatashankar-nashta-bhojanalya-anand-nagar/info
,,,https://www.zomato.com/gwalior/pandit-ji-paranthe-wale-mahalgaon/info
Pandit Ji Paranthe Wale,"North Indian, Fast Food, Sandwich, Beverages",₹300 for two,https://www.zomato.com/gwalior/pandit-ji-paranthe-wale-mahalgaon/info
,,,https://www.zomato.com/gwalior/kalp-vriksha-hotel-vivek-continental-naya-bazaar/info
Kalp Vriksha- Hotel Vivek Continental,"North Indian, South Indian, Continental, Chinese, Desserts, Beverages",₹700 for two,https://www.zomato.com/gwalior/kalp-vriksha-hotel-vivek-continental-naya-bazaar/info
,,,https://www.zomato.com/gwalior/punjabi-mirch-masala-naya-bazaar/info
Punjabi Mirch Masala,"North Indian, Street Food",₹300 for two,https://www.zomato.com/gwalior/punjabi-mirch-masala-naya-bazaar/info
,,,https://www.zomato.com/gwalior/the-cravings-cafe-restro-morar/info
The Cravings Cafe & Restro,"Cafe, North Indian, Chinese",₹400 for two,https://www.zomato.com/gwalior/the-cravings-cafe-restro-morar/info
,,,https://www.zomato.com/gwalior/ashoka-restaurant-lashkar/info
Ashoka Restaurant,North Indian,₹300 for two,https://www.zomato.com/gwalior/ashoka-restaurant-lashkar/info
,,,https://www.zomato.com/gwalior/alfa-the-cafe-thatipur/info
Alfa The Cafe,"Pizza, Burger, Sandwich, Pasta, Momos, Street Food, Beverages",₹250 for two,https://www.zomato.com/gwalior/alfa-the-cafe-thatipur/info
,,,https://www.zomato.com/gwalior/hide-seek-cafe-shinde-ki-chhawani/info
Hide & Seek Cafe,"Chinese, North Indian, Pizza, Sandwich, Burger, Fast Food, Street Food, Shake",₹250 for two,https://www.zomato.com/gwalior/hide-seek-cafe-shinde-ki-chhawani/info
,,,https://www.zomato.com/gwalior/hotel-maharaja-madhav-ganj/info
Hotel Maharaja,"North Indian, Mughlai",₹500 for two,https://www.zomato.com/gwalior/hotel-maharaja-madhav-ganj/info
,,,https://www.zomato.com/gwalior/p-punjabi-tadka-city-center/info
P Punjabi Tadka,"Street Food, North Indian, Beverages, Chinese, Salad",₹400 for two,https://www.zomato.com/gwalior/p-punjabi-tadka-city-center/info
,,,https://www.zomato.com/gwalior/patiala-shahi-city-center/info
Patiala Shahi,"Pizza, Fast Food, Desserts, Chinese, North Indian",₹400 for two,https://www.zomato.com/gwalior/patiala-shahi-city-center/info
,,,https://www.zomato.com/gwalior/yara-the-buffet-city-center/info
Yara The Buffet,North Indian,₹300 for two,https://www.zomato.com/gwalior/yara-the-buffet-city-center/info
,,,https://www.zomato.com/gwalior/shiv-shakti-bhojanalya-morar/info
Shiv Shakti Bhojanalya,North Indian,₹200 for two,https://www.zomato.com/gwalior/shiv-shakti-bhojanalya-morar/info
,,,https://www.zomato.com/gwalior/eat-street-deen-dayal-nagar/info
Eat Street,"North Indian, Fast Food, Chinese, South Indian",₹300 for two,https://www.zomato.com/gwalior/eat-street-deen-dayal-nagar/info
,,,https://www.zomato.com/gwalior/baba-bakers-madhav-ganj/info
Baba Bakers,Bakery,₹300 for two,https://www.zomato.com/gwalior/baba-bakers-madhav-ganj/info
,,,https://www.zomato.com/gwalior/gurukripa-restaurant-and-paratha-house-city-center/info
Gurukripa Restaurant And Paratha House,"North Indian, Fast Food, Street Food",₹300 for two,https://www.zomato.com/gwalior/gurukripa-restaurant-and-paratha-house-city-center/info
,,,https://www.zomato.com/gwalior/tandoori-chai-city-center/info
Tandoori Chai,"Fast Food, Beverages",₹200 for two,https://www.zomato.com/gwalior/tandoori-chai-city-center/info
,,,https://www.zomato.com/gwalior/spice-n-handi-morar/info
Spice N Handi,"North Indian, Mughlai, Kebab, Pizza, Fast Food, Biryani, Desserts","₹1,000 for two",https://www.zomato.com/gwalior/spice-n-handi-morar/info
,,,https://www.zomato.com/gwalior/jain-dabeli-centre-1-morar/info
Jain Dabeli Centre,Street Food,₹100 for two,https://www.zomato.com/gwalior/jain-dabeli-centre-1-morar/info
,,,https://www.zomato.com/gwalior/uzbekk-madhav-ganj/info
Uzbekk,"Fast Food, Rolls, Burger, North Indian, Kebab",₹350 for two,https://www.zomato.com/gwalior/uzbekk-madhav-ganj/info
,,,https://www.zomato.com/gwalior/shri-banke-bihari-thatipur/info
Shri Banke Bihari,"Juices, Beverages",₹250 for two,https://www.zomato.com/gwalior/shri-banke-bihari-thatipur/info
,,,https://www.zomato.com/gwalior/safari-ice-cream-city-center/info
Safari Ice Cream,Ice Cream,₹100 for two,https://www.zomato.com/gwalior/safari-ice-cream-city-center/info
,,,https://www.zomato.com/gwalior/the-treat-fast-food-lashkar/info
The Treat Fast Food,"Fast Food, Chinese, South Indian, North Indian, Beverages",₹300 for two,https://www.zomato.com/gwalior/the-treat-fast-food-lashkar/info
,,,https://www.zomato.com/gwalior/hotel-celebration-inn-thatipur/info
Hotel Celebration Inn,"North Indian, Chinese, Fast Food, Beverages, Shake",₹700 for two,https://www.zomato.com/gwalior/hotel-celebration-inn-thatipur/info
